,0,summary
51140,3.219974516,09.58.27 CPKA STC07670  GEO114W SOME LINKS NOT ACTIVE (CPKAA)
51141,17.2880522,09.52.01 CP1C J0097141 *IEF099I JOB IXOUTBKX WAITING FOR DATA SETS
51142,4.453344199,"10.59.44 CPKB STC07313  GEO551I MIRRORING STATUS IS NOT OK, HyperSwap is disabled (CPKBA)"
51143,3.104062437,"11.59.44 CPKB STC07313  GEO551I MIRRORING STATUS IS NOT OK, HyperSwap is disabled (CPKBA)"
51144,3.136998936,11.58.27 CPKA STC07670  GEO114W SOME LINKS NOT ACTIVE (CPKAA)
51145,14.65579421,11.26.34 CP1E J0104749 *IEF099I JOB SELACTB  WAITING FOR DATA SETS
51146,4.771655146,"12.59.44 CPKB STC07313  GEO551I MIRRORING STATUS IS NOT OK, HyperSwap is disabled (CPKBA)"
51147,3.108725243,"13.59.44 CPKB STC07313  GEO551I MIRRORING STATUS IS NOT OK, HyperSwap is disabled (CPKBA)"
51148,3.247767464,13.58.27 CPKA STC07670  GEO114W SOME LINKS NOT ACTIVE (CPKAA)
51149,18.1206135,"14.59.44 CPKB STC07313  GEO551I MIRRORING STATUS IS NOT OK, HyperSwap is disabled (CPKBA)"
51150,3.175507028,"15.59.44 CPKB STC07313  GEO551I MIRRORING STATUS IS NOT OK, HyperSwap is disabled (CPKBA)"
51151,3.153730694,15.58.27 CPKA STC07670  GEO114W SOME LINKS NOT ACTIVE (CPKAA)
51152,18.04162695,"16.59.44 CPKB STC07313  GEO551I MIRRORING STATUS IS NOT OK, HyperSwap is disabled (CPKBA)"
51153,3.129882407,16.26.38 CP1A J0125260 *IEF099I JOB SMSRPTP1 WAITING FOR DATA SETS
51154,4.733456319,"17.59.44 CPKB STC07313  GEO551I MIRRORING STATUS IS NOT OK, HyperSwap is disabled (CPKBA)"
51155,3.24267857,17.58.27 CPKA STC07670  GEO114W SOME LINKS NOT ACTIVE (CPKAA)
51156,18.52615258,"18.59.44 CPKB STC07313  GEO551I MIRRORING STATUS IS NOT OK, HyperSwap is disabled (CPKBA)"
51157,3.331417976,"19.59.44 CPKB STC07313  GEO551I MIRRORING STATUS IS NOT OK, HyperSwap is disabled (CPKBA)"
51158,3.037990144,"19.59.44 CPKB STC07313  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKBA)"
51159,1.343650605,"19.58.16 CP1A S0195831  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1AA)"
51160,1.954743,"19.58.00 CP1B S0195832  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1BA)"
51161,2.031496889,"19.57.45 CP1D S0195833  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1DA)"
51162,1.99622468,"19.57.30 CP1E S0195835  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1EA)"
51163,2.027516321,"19.57.15 CP1C S0195836  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1CA)"
51164,2.032494475,"19.57.00 CP1F S0195834  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1FA)"
51165,1.872499987,"19.55.57 CPKA STC07670  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKAA)"
51166,2.246509321,"19.54.44 CPKB STC07313  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKBA)"
51167,1.436447572,"19.53.34 CPKB STC07313  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKBA)"
51168,1.75797467,"19.53.16 CP1A S0195831  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1AA)"
51169,2.165412735,"19.53.00 CP1B S0195832  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1BA)"
51170,2.199941225,"19.52.46 CP1D S0195833  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1DA)"
51171,2.398844706,"19.52.30 CP1E S0195835  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1EA)"
51172,2.260002504,"19.52.15 CP1C S0195836  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1CA)"
51173,2.264949391,"19.52.00 CP1F S0195834  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1FA)"
51174,2.174513909,"19.50.57 CPKA STC07670  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKAA)"
51175,2.379537153,"19.49.44 CPKB STC07313  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKBA)"
51176,1.446487696,"19.48.16 CP1A S0195831  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1AA)"
51177,2.030500283,"19.48.00 CP1B S0195832  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1BA)"
51178,2.082605943,"19.47.45 CP1D S0195833  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1DA)"
51179,2.0395051,"19.47.30 CP1E S0195835  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1EA)"
51180,2.057756487,"19.47.15 CP1C S0195836  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1CA)"
51181,2.062884433,"19.47.00 CP1F S0195834  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1FA)"
51182,1.899134442,"19.45.57 CPKA STC07670  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKAA)"
51183,2.250173275,"19.44.44 CPKB STC07313  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKBA)"
51184,1.750539531,"19.43.16 CP1A S0195831  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1AA)"
51185,2.000083212,"19.43.00 CP1B S0195832  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1BA)"
51186,2.072179432,"19.42.45 CP1D S0195833  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1DA)"
51187,2.091023004,"19.42.30 CP1E S0195835  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1EA)"
51188,2.103776943,"19.42.15 CP1C S0195836  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1CA)"
51189,2.1080629,"19.42.00 CP1F S0195834  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1FA)"
51190,1.964018554,"19.40.57 CPKA STC07670  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKAA)"
51191,2.251397251,"19.39.44 CPKB STC07313  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKBA)"
51192,1.504317471,"19.38.16 CP1A S0195831  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1AA)"
51193,1.961226658,"19.38.00 CP1B S0195832  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1BA)"
51194,2.037497134,"19.37.45 CP1D S0195833  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1DA)"
51195,2.022562493,"19.37.30 CP1E S0195835  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1EA)"
51196,2.046564257,"19.37.15 CP1C S0195836  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1CA)"
51197,2.053672449,"19.37.00 CP1F S0195834  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1FA)"
51198,1.88873494,"19.35.57 CPKA STC07670  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKAA)"
51199,2.390531808,"19.34.55 CPKB STC07313  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKBA)"
51200,1.440948326,"19.34.41 CP1E S0195835  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1EA)"
51201,2.26371064,"19.34.41 CPKA STC07670  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKAA)"
51202,2.451413128,"19.34.41 CP1B S0195832  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1BA)"
51203,2.329975013,"19.34.41 CP1A S0195831  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1AA)"
51204,2.217621718,"19.34.42 CP1D S0195833  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1DA)"
51205,2.149667664,"19.34.42 CPKB STC07313  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKBA)"
51206,1.522019138,"19.34.42 CP1F S0195834  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1FA)"
51207,2.221191975,"19.34.41 CP1C S0195836  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1CA)"
51208,2.316932263,"19.33.30 CPKB STC07313  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKBA)"
51209,1.536141125,"19.33.16 CP1A S0195831  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1AA)"
51210,1.964950953,"19.33.00 CP1B S0195832  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1BA)"
51211,2.041517028,"19.32.45 CP1D S0195833  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1DA)"
51212,1.749799475,"19.32.30 CP1E S0195835  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1EA)"
51213,1.772276854,"19.32.15 CP1C S0195836  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1CA)"
51214,1.779898194,"19.32.07 CPKB STC07313  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKBA)"
51215,1.309224332,"19.32.00 CP1F S0195834  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1FA)"
51216,1.634408972,"19.31.33 CPKB STC07313  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKBA)"
51217,1.662640351,"20.59.44 CPKB STC07313  GEO551I MIRRORING STATUS IS NOT OK, HyperSwap is disabled (CPKBA)"
51218,3.033536964,"20.59.44 CPKB STC07313  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKBA)"
51219,1.31046789,"20.58.16 CP1A S0195831  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1AA)"
51220,1.875044821,"20.58.00 CP1B S0195832  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1BA)"
51221,1.938265926,"20.57.45 CP1D S0195833  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1DA)"
51222,1.907888578,"20.57.30 CP1E S0195835  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1EA)"
51223,1.931932947,"20.57.15 CP1C S0195836  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1CA)"
51224,1.940082982,"20.57.00 CP1F S0195834  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1FA)"
51225,1.791453904,"20.55.57 CPKA STC07670  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKAA)"
51226,2.202282318,"20.54.44 CPKB STC07313  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKBA)"
51227,1.392470948,"20.53.16 CP1A S0195831  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1AA)"
51228,2.116687418,"20.53.00 CP1B S0195832  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1BA)"
51229,2.159763087,"20.52.45 CP1D S0195833  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1DA)"
51230,2.205803315,"20.52.30 CP1E S0195835  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1EA)"
51231,2.220000613,"20.52.15 CP1C S0195836  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1CA)"
51232,2.223578539,"20.52.00 CP1F S0195834  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1FA)"
51233,2.130853779,"20.50.57 CPKA STC07670  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKAA)"
51234,2.347151738,"20.49.44 CPKB STC07313  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKBA)"
51235,1.400480657,"20.48.44 CPKB STC07313  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKBA)"
51236,1.411946638,"20.48.16 CP1A S0195831  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1AA)"
51237,1.935546715,"20.48.00 CP1B S0195832  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1BA)"
51238,2.012727107,"20.47.45 CP1D S0195833  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1DA)"
51239,1.942814962,"20.47.30 CP1E S0195835  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1EA)"
51240,1.968689419,"20.47.15 CP1C S0195836  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1CA)"
51241,1.979990661,"20.47.00 CP1F S0195834  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1FA)"
51242,1.81900972,"20.45.57 CPKA STC07670  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKAA)"
51243,2.209335588,"20.44.44 CPKB STC07313  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKBA)"
51244,1.696023777,"20.43.16 CP1A S0195831  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1AA)"
51245,1.908768432,"20.43.00 CP1B S0195832  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1BA)"
51246,1.990464717,"20.42.45 CP1D S0195833  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1DA)"
51247,2.018616827,"20.42.30 CP1E S0195835  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1EA)"
51248,2.047576699,"20.42.15 CP1C S0195836  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1CA)"
51249,2.054691938,"20.42.00 CP1F S0195834  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1FA)"
51250,1.882720993,"20.40.57 CPKA STC07670  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKAA)"
51251,2.210515528,"20.39.44 CPKB STC07313  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKBA)"
51252,1.454621417,"20.38.16 CP1A S0195831  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1AA)"
51253,1.879301615,"20.38.00 CP1B S0195832  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1BA)"
51254,1.945554647,"20.37.45 CP1D S0195833  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1DA)"
51255,1.930131119,"20.37.30 CP1E S0195835  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1EA)"
51256,1.957516454,"20.37.19 CPKB STC07313  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKBA)"
51257,1.291252902,"20.37.15 CP1C S0195836  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1CA)"
51258,1.962156408,"20.37.00 CP1F S0195834  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1FA)"
51259,1.808676306,"20.35.57 CPKA STC07670  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKAA)"
51260,2.355165166,"20.34.44 CPKB STC07313  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKBA)"
51261,1.337139437,"20.33.16 CP1A S0195831  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1AA)"
51262,1.883577782,"20.33.00 CP1B S0195832  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1BA)"
51263,1.951977395,"20.32.45 CP1D S0195833  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1DA)"
51264,1.666657338,"20.32.30 CP1E S0195835  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1EA)"
51265,1.685662853,"20.32.15 CP1C S0195836  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1CA)"
51266,1.692556013,"20.32.00 CP1F S0195834  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1FA)"
51267,1.553437324,"20.30.57 CPKA STC07670  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKAA)"
51268,2.227168017,"20.29.44 CPKB STC07313  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKBA)"
51269,1.40285402,"20.28.16 CP1A S0195831  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1AA)"
51270,1.70300211,"20.28.00 CP1B S0195832  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1BA)"
51271,1.760217544,"20.27.45 CP1D S0195833  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1DA)"
51272,2.121026195,"20.27.30 CP1E S0195835  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1EA)"
51273,2.136353001,"20.27.15 CP1C S0195836  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1CA)"
51274,2.138560646,"20.27.00 CP1F S0195834  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1FA)"
51275,1.999117181,"20.25.57 CPKA STC07670  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKAA)"
51276,2.051636504,"20.24.44 CPKB STC07313  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKBA)"
51277,1.348026727,"20.24.35 CPKB STC07313  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKBA)"
51278,1.558115623,"20.23.16 CP1A S0195831  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1AA)"
51279,1.970563992,"20.23.00 CP1B S0195832  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1BA)"
51280,2.049604591,"20.22.45 CP1D S0195833  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1DA)"
51281,1.980938291,"20.22.30 CP1E S0195835  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1EA)"
51282,1.997187917,"20.22.15 CP1C S0195836  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1CA)"
51283,2.004927403,"20.22.00 CP1F S0195834  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1FA)"
51284,1.849077152,"20.20.57 CPKA STC07670  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKAA)"
51285,2.156387426,"20.19.44 CPKB STC07313  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKBA)"
51286,1.232794086,"20.18.16 CP1A S0195831  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1AA)"
51287,1.902626438,"20.18.00 CP1B S0195832  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1BA)"
51288,1.978098119,"20.17.45 CP1D S0195833  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1DA)"
51289,1.940992788,"20.17.30 CP1E S0195835  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1EA)"
51290,1.965884238,"20.17.15 CP1C S0195836  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1CA)"
51291,1.974323868,"20.17.00 CP1F S0195834  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1FA)"
51292,1.813430947,"20.15.57 CPKA STC07670  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKAA)"
51293,2.169953779,"20.14.44 CPKB STC07313  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKBA)"
51294,1.294483645,"20.13.16 CP1A S0195831  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1AA)"
51295,1.753506027,"20.13.00 CP1B S0195832  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1BA)"
51296,1.825427638,"20.12.45 CP1D S0195833  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1DA)"
51297,1.637642335,"20.12.30 CP1E S0195835  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1EA)"
51298,1.6599731,"20.12.15 CP1C S0195836  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1CA)"
51299,1.669346131,"20.12.00 CP1F S0195834  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1FA)"
51300,1.532160622,"20.10.57 CPKA STC07670  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKAA)"
51301,2.093137911,"20.10.08 CPKB STC07313  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKBA)"
51302,1.322611879,"20.09.44 CPKB STC07313  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKBA)"
51303,1.342778788,"20.08.16 CP1A S0195831  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1AA)"
51304,1.756482594,"20.08.00 CP1B S0195832  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1BA)"
51305,1.8270392,"20.07.45 CP1D S0195833  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1DA)"
51306,1.846602272,"20.07.30 CP1E S0195835  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1EA)"
51307,1.864906767,"20.07.15 CP1C S0195836  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1CA)"
51308,1.868273915,"20.07.00 CP1F S0195834  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1FA)"
51309,1.714287679,"20.05.57 CPKA STC07670  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKAA)"
51310,2.110212434,"20.04.44 CPKB STC07313  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKBA)"
51311,1.269860204,"20.03.16 CP1A S0195831  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1AA)"
51312,1.579521464,"20.03.00 CP1B S0195832  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1BA)"
51313,1.646109258,"20.02.45 CP1D S0195833  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1DA)"
51314,1.617167118,"20.02.30 CP1E S0195835  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1EA)"
51315,1.635700784,21.15.46 CP1F J0139595  +DBA:BANCS BIG SEGMENT TS FOUND!TSLMVU HAS 20 DATASETS(MAX 32) SYSJOB
51316,1.269081486,21.15.46 CP1F J0139595  +DBA:BANCS BIG SEGMENT TS FOUND!TSSPYO HAS 25 DATASETS(MAX 32) SYSJOB
51317,1.30715697,21.15.46 CP1F J0139595  +DBA:BANCS BIG SEGMENT TS FOUND!TSSAFE HAS 21 DATASETS(MAX 32) SYSJOB
51318,1.417264861,21.14.38 CP1F J0139595  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 159 76.5% INUSE SYSJOB
51319,2.543298911,21.14.39 CP1F J0139595  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 251 80.5% INUSE SYSJOB
51320,2.32082973,21.14.38 CP1F J0139595  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 243 70.4% INUSE SYSJOB
51321,2.190626416,21.14.39 CP1F J0139595  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 252 71.4% INUSE SYSJOB
51322,2.352487951,21.14.38 CP1F J0139595  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 126 74.5% INUSE SYSJOB
51323,2.38777363,21.14.37 CP1F J0139595  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 87 71.3% INUSE SYSJOB
51324,2.208156907,21.14.37 CP1F J0139595  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 98 79.3% INUSE SYSJOB
51325,2.410018924,21.12.18 CP1C J0139681 *IEF099I JOB NA100006 WAITING FOR DATA SETS
51326,3.626204307,"21.09.44 CPKB STC07313  GEO551I MIRRORING STATUS IS NOT OK, HyperSwap is disabled (CPKBA)"
51327,3.16337208,"21.09.44 CPKB STC07313  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKBA)"
51328,1.416294933,"21.09.36 CPKB STC07313  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKBA)"
51329,1.864066875,"21.08.16 CP1A S0195831  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1AA)"
51330,1.932835124,"21.08.00 CP1B S0195832  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1BA)"
51331,2.013706339,"21.07.45 CP1D S0195833  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1DA)"
51332,2.038500623,"21.07.30 CP1E S0195835  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1EA)"
51333,2.059804603,"21.07.15 CP1C S0195836  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1CA)"
51334,2.064942775,"21.07.00 CP1F S0195834  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1FA)"
51335,1.890460273,"21.05.57 CPKA STC07670  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKAA)"
51336,2.230769102,"21.04.44 CPKB STC07313  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKBA)"
51337,1.316721288,21.04.11 CP1D J0139558  +DBA:EISS BIG SEGMENT TS FOUND!CGEN245P HAS 24 DATASETS(MAX 32) SYSJOB
51338,1.23426458,21.04.11 CP1D J0139558  +DBA:EISS BIG SEGMENT TS FOUND!CGEN263P HAS 22 DATASETS(MAX 32) SYSJOB
51339,1.228403551,21.04.11 CP1D J0139558  +DBA:EISS BIG SEGMENT TS FOUND!CGEN246P HAS 21 DATASETS(MAX 32) SYSJOB
51340,1.20691177,21.04.11 CP1D J0139558  +DBA:EISS BIG SEGMENT TS FOUND!CGEN050P HAS 20 DATASETS(MAX 32) SYSJOB
51341,1.179735378,"21.03.16 CP1A S0195831  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1AA)"
51342,1.747583055,"21.03.00 CP1B S0195832  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1BA)"
51343,1.820609965,"21.02.45 CP1D S0195833  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1DA)"
51344,1.786813661,"21.02.30 CP1E S0195835  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1EA)"
51345,1.807886289,22.33.50 CP1F S0129637 *DSNB325A  -DP81 DSNB1CNE THERE IS A CRITICAL * SHORTAGE *OF SPACE IN GROUP BUFFER POOL GBP21
51346,12.56473998,23.05.46 CP1C J0144317 *IEF099I JOB G01S663B WAITING FOR DATA SETS
51347,3.671233786,00.43.28 CP1C S0129621  DSNR035I  -DP51 DSNRPBCW WARNING - UNCOMMITTED UR AFTER 3 CHECKPOINTS - CORRELATION NAME = SS160004 -           CONNECTION ID  = UTILITY -           LUWID = BOCHQP.DP51APPL.D556D5BF1AD3 = 15738 -
51348,17.65680277,00.16.18 CP3D S0189611  DNFO1709E 2018-12-06 16:16:18 BOCOUB DNF_O_FT MSIF transfer service determined that the session for SnF queue \bkchitmm_rma\ is no longer - active: -  State or reason  : \Sw.SnF.SessionClosed\ -  Session ID
51349,12.05251156,"SWIFTNet Connectivity error : <?xml version=""1.0""?>
<SwInt:WaitResponse><SwInt:WaitReference>
        <SwInt:SendReferenceVal>83271</SwInt:SendReferenceVal>
    </SwInt:WaitReference><SwInt:SwiftRequestRef>SNL53057-2018-12-06T16:05:11.38797792.502281Z</Sw"
51350,268.5238648,"SWIFTNet Connectivity error : <?xml version=""1.0""?>
<SwInt:WaitResponse><SwInt:WaitReference>
        <SwInt:SendReferenceVal>107495</SwInt:SendReferenceVal>
    </SwInt:WaitReference><SwInt:SwiftRequestRef>SNL16547-2018-12-06T16:06:59.10289788.666324Z</S"
51351,308.560523,"SWIFTNet Connectivity error : <?xml version=""1.0""?>
<SwInt:WaitResponse><SwInt:WaitReference>
        <SwInt:SendReferenceVal>82887</SwInt:SendReferenceVal>
    </SwInt:WaitReference><SwInt:SwiftRequestRef>SNL53057-2018-12-06T16:06:43.22806968.502675Z</Sw"
51352,202.7540058,00.08.37 CP1E S0199520  DNFO1709E 2018-12-06 16:08:37 BOCOU01 DNF_O_FT MSIF transfer service determined that the session for SnF queue \bkchcnbj_file\ is - no longer active: -  State or reason  : \Sw.SnF.SessionClosed\ -  Session
51353,12.33997756,"01.52.46 CP2B           IOS080I 41FB,B1,C4041215, I/O TIMEOUT INTERVAL HAS BEEN EXCEEDED FOR AN ACTIVE REQUEST. DATASET NAME=PRDC64R.LVEQ.ET.ETQD2041.A2105"
51354,9.128524732,01.44.54 CP1C J0159140 *IEF099I JOB P1ZOSDL  WAITING FOR DATA SETS
51355,3.488664453,01.34.06 CP3C S0048685  BZCICSJOBS0 SEV=WAR ALL Jobname: SMFMRGCI (CondCode <> 0) OR (Abend Code <> '')
51356,10.28543,01.17.48 CP2B J0082980 *IEF099I JOB TMZ60000 WAITING FOR DATA SETS
51357,3.884875164,01.16.37 CP1F S0129634 *DSNB319A  -DP41 DSNB1CNE THERE IS A SHORTAGE OF * SPACE *IN GROUP BUFFER POOL GBP3
51358,9.209772995,01.05.02 CP3B J0151692 *IEF099I JOB SMFMRGCI WAITING FOR DATA SETS
51359,2.812940669,01.05.02 CP1E J0156430 *IEF099I JOB SMFMRGCI WAITING FOR DATA SETS
