id,sysname,hostname,firstoccurredtime,lastoccurredtime,compressedtime,summary,severity,riskratio
50775,P3,zos,2018/12/2 0:53,2018/12/2 0:53,10,"00.54.37 CP3C S0048456  +CSQX209E !QP1S CSQXRESP Connection unexpectedly terminated, channel SWIFTI.QP0S -  connection 21.125.2.4 -  (queue manager QP0S) -  TRPTYPE=TCP RC=00000000",2,99999
50775,P3,zos,2018/12/2 0:53,2018/12/2 0:53,10,"XRESP Connection unexpectedly terminated, channel SWIFTI.QP0S -  connection 21.125.2.4 -  (queue manager QP0S) -  TRPTYPE=TCP RC=00000000",2,99999
22222,P3,zos,2018/12/2 0:53,2018/12/2 0:53,,22.10.15 CP1C S0174939 *1900 @SLS6699E MVC SPACE CRITICAL - PLEASE ADD * MORE MVCS TO MVCPOOL ZJPOOL AND REPLY R TO RETRY?,2,99999
50776,P3,zos,2018/12/2 0:53,2018/12/2 0:53,8,"00.54.37 CP3D S0048789  +CSQX209E !QP2S CSQXRESP Connection unexpectedly terminated, channel SWIFTI.QP0S -  connection 21.125.2.4 -  (queue manager QP0S) -  TRPTYPE=TCP RC=00000000",2,99999
50777,P3,zos,2018/12/2 0:53,2018/12/2 0:53,4,"00.54.37 CP3D S0048789  +CSQX209E !QP2S CSQXRESP Connection unexpectedly terminated, channel SWIFTI.QP0S -  connection 21.125.2.4 -  TRPTYPE=TCP RC=00000000",2,99999
50778,P3,zos,2018/12/2 0:53,2018/12/2 0:53,2,"00.54.37 CP3D S0048789  +CSQX209E !QP2S CSQXRESP Connection unexpectedly terminated, channel SWIFTI.QP0S -  connection 21.125.2.4 -  (queue manager QP0S) -  TRPTYPE=TCP RC=00000000 -  longer active",2,99999
50779,P3,zos,2018/12/2 0:53,2018/12/2 0:53,1,"00.54.37 CP3C S0048456  +CSQX209E !QP1S CSQXRESP Connection unexpectedly terminated, channel SWIFTI.QP0S -  connection 21.125.2.4 -  (queue manager QP0S) -  TRPTYPE=TCP RC=00000000 -  longer active",2,99999
50780,P3,zos,2018/12/2 0:53,2018/12/2 0:53,1,"00.54.37 CP3C S0048456  +CSQX209E !QP1S CSQXRESP Connection unexpectedly terminated, connection 21.125.2.4 -  (queue manager QP0S) -  TRPTYPE=TCP RC=00000000",2,99999
50781,P3,zos,2018/12/2 0:53,2018/12/2 0:53,1,"00.54.37 CP3D S0048789  +CSQX209E !QP2S CSQXRESP Connection unexpectedly terminated, channel SWIFTI.QP0S -  connection 21.125.2.4 -  (queue manager QP0S) -  TRPTYPE=TCP RC=00000000 FROM S0142753 TPZ3",2,99999
50782,P3,zos,2018/12/2 0:53,2018/12/2 0:53,1,"00.54.37 CP3C S0048456  +CSQX209E !QP1S CSQXRESP Connection unexpectedly terminated, channel SWIFTI.QP0S -  connection 21.125.2.4 -  (queue manager QP0S)",2,99999
50783,P3,zos,2018/12/2 0:53,2018/12/2 0:53,1,"00.54.37 CP3C S0048456  +CSQX209E !QP1S CSQXRESP Connection unexpectedly terminated, channel SWIFTI.QP0S -  (queue manager QP0S) -  TRPTYPE=TCP RC=00000000",2,99999
50784,P3,zos,2018/12/2 0:53,2018/12/2 0:53,6,"00.54.37 CP3D S0048789  +CSQX209E !QP2S CSQXRESP Connection unexpectedly terminated, channel SWIFTI.QP0S -  connection 21.125.2.3 -  (queue manager QP0S) -  TRPTYPE=TCP RC=00000000",2,99999
50785,P3,zos,2018/12/2 0:53,2018/12/2 0:53,1,"00.54.37 CP3D S0048789  +CSQX209E !QP2S CSQXRESP Connection unexpectedly terminated, connection 21.125.2.3 -  (queue manager QP0S) -  TRPTYPE=TCP RC=00000000",2,99999
50786,P3,zos,2018/12/2 0:53,2018/12/2 0:53,2,"00.54.37 CP3D S0048789  +CSQX209E !QP2S CSQXRESP Connection unexpectedly terminated, channel SWIFTI.QP0S -  connection 21.125.2.3 -  TRPTYPE=TCP RC=00000000",2,99999
50787,P3,zos,2018/12/2 0:53,2018/12/2 0:53,1,"00.54.37 CP3D S0048789  +CSQX209E !QP2S CSQXRESP Connection unexpectedly terminated, channel SWIFTI.QP0S -  (queue manager QP0S) -  TRPTYPE=TCP RC=00000000",2,99999
50788,P3,zos,2018/12/2 0:53,2018/12/2 0:53,1,"00.54.37 CP3D S0048789  +CSQX209E !QP2S CSQXRESP Connection unexpectedly terminated, connection 21.125.2.4 -  (queue manager QP0S) -  TRPTYPE=TCP RC=00000000",2,99999
50790,P1,zos,2018/12/2 0:21,2018/12/2 0:21,2,00.22.48 CP1C S0129908  BCTASKCSKLS0 SEV=CRI ALL Tranid: CSKL (Count < 10),3,99999
50791,P1,zos,2018/12/2 0:21,2018/12/2 0:21,1,00.22.27 CP1D S0178021  +DFHDB2025I CIP1GA21                            C 12/02/2018 00:22:27 CIP1GA21 The CICS-DB2 attachment has disconnected from DB2 subsystem DP2C group DP0C,4,99999
50792,P1,zos,2018/12/2 0:21,2018/12/2 0:21,1,00.22.27 CP1C S0177167  +DFHDB2025I CIP1GA11                            C 12/02/2018 00:22:27 CIP1GA11 The CICS-DB2 attachment has disconnected from DB2 subsystem DP1C group DP0C,4,99999
50793,P1,zos,2018/12/2 0:08,2018/12/2 0:19,11,00.20.40 CP1E S0177454  +CSQX599E !QWP2 CSQXRCTL Channel WBIFNBJ.WBIFNHK.CHL ended abnormally,3,99999
50794,P1,zos,2018/12/2 0:15,2018/12/2 0:15,2,"00.17.09 CP1E S0177454  +CSQX209E !QWP2 CSQXRCTL Connection unexpectedly terminated, channel WBIFNBJ.WBIFNHK.CHL -  connection 21.238.3.93 -  (queue manager ????) -  TRPTYPE=TCP RC=00000000",2,99999
50795,P1,zos,2018/12/2 0:14,2018/12/2 0:14,1,"00.15.42 CP1E S0177454  +CSQX209E !QWP2 CSQXRCTL Connection unexpectedly terminated, channel WBIFNBJ.WBIFNHK.CHL -  connection 21.238.3.93 -  (queue manager ????) -  TRPTYPE=TCP RC=00000000",2,99999
50796,P1,zos,2018/12/2 0:11,2018/12/2 0:11,1,"00.12.46 CP1E S0177454  +CSQX209E !QWP2 CSQXRCTL Connection unexpectedly terminated, channel WBIFNBJ.WBIFNHK.CHL -  connection 21.238.3.93 -  (queue manager ????) -  TRPTYPE=TCP RC=00000000",2,99999
50797,P1,zos,2018/12/2 0:10,2018/12/2 0:10,1,"00.11.19 CP1E S0177454  +CSQX209E !QWP2 CSQXRCTL Connection unexpectedly terminated, channel WBIFNBJ.WBIFNHK.CHL -  connection 21.238.3.93 -  (queue manager ????) -  TRPTYPE=TCP RC=00000000",2,99999
50798,P1,zos,2018/12/2 0:08,2018/12/2 0:08,2,"00.09.51 CP1D S0178013  +CSQX209E !QWP1 CSQXRCTL Connection unexpectedly terminated, channel WBIFNBJ.WBIFNHK.CHL -  connection 21.238.3.93 -  (queue manager ????) -  TRPTYPE=TCP RC=00000000",2,99999
50799,P1,zos,2018/12/2 0:08,2018/12/2 0:08,2,"00.09.41 CP1D S0178013  +CSQX209E !QWP1 CSQXRCTL Connection unexpectedly terminated, channel WBIFNBJ.WBIFNHK.CHL -  connection 21.238.3.93 -  (queue manager WBNPG02) -  TRPTYPE=TCP RC=00000000",2,99999
50800,P1,zos,2018/12/2 0:05,2018/12/2 0:05,2,00.07.10 CP1D S0178013  +CSQX599E !QWP1 CSQXRESP Channel WBIFNHK.WBIFNBJ.CHL2 ended abnormally connection 21.238.3.93,3,99999
50801,P1,zos,2018/12/2 0:04,2018/12/2 0:04,1,00.05.39 CP1E S0177454  +CSQX599E !QWP2 CSQXRESP Channel WBIFNHK.WBIFNBJ.CHL1 ended abnormally connection 21.238.3.92,3,99999
50807,P1,zos,2018/12/2 1:12,2018/12/2 1:12,1,"01.13.30 CP1C S0177155  +CSQX209E !MQ1A CSQXRESP Connection unexpectedly terminated, 00-  channel CH.WCB.SVRCONN -  connection 21.123.56.86 -  (queue manager MQGA) -  TRPTYPE=TCP RC=00000000 -  channel CH.WCB.SVRCONN -  connection",2,99999
50808,P1,zos,2018/12/2 1:12,2018/12/2 1:12,1,"01.13.30 CP1E S0177455  +CSQX209E !MQ3A CSQXRESP Connection unexpectedly terminated, channel CH.WCB.SVRCONN -  connection 21.123.56.86 -  (queue manager MQGA) -  TRPTYPE=TCP RC=00000000",2,99999
50809,P1,zos,2018/12/2 1:12,2018/12/2 1:12,1,"01.13.30 CP1C S0177155  +CSQX209E !MQ1A CSQXRESP Connection unexpectedly terminated, channel CH.WCB.SVRCONN -  connection 21.123.56.86 -  (queue manager MQGA) -  TRPTYPE=TCP RC=00000000",2,99999
50810,P1,zos,2018/12/2 1:12,2018/12/2 1:12,1,"01.13.27 CP1F S0178071  +CSQX209E !MQ4A CSQXRESP Connection unexpectedly terminated, channel CH.WCB.SVRCONN -  connection 21.123.56.143 -  (queue manager MQGA) -  TRPTYPE=TCP RC=00000000",2,99999
50811,P1,zos,2018/12/2 1:12,2018/12/2 1:12,1,"01.13.29 CP1F S0178071  +CSQX209E !MQ4A CSQXRESP Connection unexpectedly terminated, 00-  channel CH.WCB.SVRCONN -  connection 21.123.56.142 -  (queue manager MQGA) -  TRPTYPE=TCP RC=00000000",2,99999
50812,P1,zos,2018/12/2 1:12,2018/12/2 1:12,1,"01.13.29 CP1E S0177455  +CSQX209E !MQ3A CSQXRESP Connection unexpectedly terminated, channel CH.WCB.SVRCONN -  connection 21.123.56.142 -  (queue manager MQGA) -  TRPTYPE=TCP RC=00000000",2,99999
50813,P1,zos,2018/12/2 1:12,2018/12/2 1:12,1,"01.13.25 CP1C S0177155  +CSQX209E !MQ1A CSQXRESP Connection unexpectedly terminated, channel CH.WCB.SVRCONN -  connection 21.123.56.87 -  (queue manager MQGA) -  TRPTYPE=TCP RC=00000000 -   PU GEN NOT SUPPORTED",2,99999
50814,P1,zos,2018/12/2 1:12,2018/12/2 1:12,1,"01.13.27 CP1C S0177155  +CSQX209E !MQ1A CSQXRESP Connection unexpectedly terminated, channel CH.WCB.SVRCONN -  connection 21.123.56.143 -  (queue manager MQGA) -  TRPTYPE=TCP RC=00000000",2,99999
50815,P1,zos,2018/12/2 1:12,2018/12/2 1:12,1,"01.13.27 CP1D S0178019  +CSQX209E !MQ2A CSQXRESP Connection unexpectedly terminated, channel CH.WCB.SVRCONN -  connection 21.123.56.143 -  (queue manager MQGA) -  TRPTYPE=TCP RC=00000000",2,99999
50816,P1,zos,2018/12/2 1:12,2018/12/2 1:12,1,"01.13.29 CP1D S0178019  +CSQX209E !MQ2A CSQXRESP Connection unexpectedly terminated, channel CH.WCB.SVRCONN -  connection 21.123.56.142 -  (queue manager MQGA) -  TRPTYPE=TCP RC=00000000",2,99999
50817,P1,zos,2018/12/2 1:12,2018/12/2 1:12,1,"01.13.25 CP1D S0178019  +CSQX209E !MQ2A CSQXRESP Connection unexpectedly terminated, channel CH.WCB.SVRCONN -  connection 21.123.56.87 -  (queue manager MQGA) -  TRPTYPE=TCP RC=00000000",2,99999
50818,P1,zos,2018/12/2 1:12,2018/12/2 1:12,1,"01.13.25 CP1E S0177455  +CSQX209E !MQ3A CSQXRESP Connection unexpectedly terminated, channel CH.WCB.SVRCONN -  connection 21.123.56.87 -  (queue manager MQGA) -  TRPTYPE=TCP RC=00000000",2,99999
50824,P1,zos,2018/12/2 2:21,2018/12/2 2:21,1,"02.22.09 CP1E S0177455  +CSQX209E !MQ3A CSQXRESP Connection unexpectedly terminated, channel BCSS.TO.EACQ -  connection 21.123.51.138 -  (queue manager MQGA) -  TRPTYPE=TCP RC=00000000",2,99999
50825,P1,zos,2018/12/2 2:17,2018/12/2 2:17,1,"02.18.20 CP1C S0177155  +CSQX209E !MQ1A CSQXRESP Connection unexpectedly terminated, channel BCSS.TO.EACQ -  connection 21.123.51.137 -  (queue manager MQGA) -  TRPTYPE=TCP RC=00000000",2,99999
50826,P1,zos,2018/12/2 2:14,2018/12/2 2:14,2,"02.15.35 CP1C S0177155  +CSQX209E !MQ1A CSQXRESP Connection unexpectedly terminated, channel BCSS.TO.EACQ -  connection 21.123.51.166 -  (queue manager MQGA) -  TRPTYPE=TCP RC=00000000",2,99999
50827,P1,zos,2018/12/2 2:10,2018/12/2 2:10,1,"02.11.24 CP1C S0177155  +CSQX209E !MQ1A CSQXRESP Connection unexpectedly terminated, channel BCSS.TO.EACQ -  connection 21.123.51.165 00-  (queue manager MQGA) -  TRPTYPE=TCP RC=00000000 -  (queue manager MQGA) -  TRPTYPE=TCP RC=0",2,99999
50829,P1,zos,2018/12/2 3:49,2018/12/2 3:49,1,"03.50.27 CP1F S0178071  +CSQX209E !MQ4A CSQXRESP Connection unexpectedly terminated, channel CH_HHAP.TO.EACQ -  connection 21.123.109.153 -  (queue manager MQGA)",2,99999
50830,P1,zos,2018/12/2 3:49,2018/12/2 3:49,1,"03.50.27 CP1F S0178071  +CSQX209E !MQ4A CSQXRESP Connection unexpectedly terminated, channel CH_HHAP.TO.SMSP_SMS -  connection 21.123.109.153 -  (queue manager MQGA) -  TRPTYPE=TCP RC=00000000",2,99999
50831,P1,zos,2018/12/2 3:48,2018/12/2 3:48,1,"03.50.01 CP1D S0178019  +CSQX209E !MQ2A CSQXRESP Connection unexpectedly terminated, channel CH_HHAP.TO.EACQ -  connection 21.123.109.152 -  (queue manager MQGA) -  TRPTYPE=TCP RC=00000000",2,99999
50832,P1,zos,2018/12/2 3:48,2018/12/2 3:48,1,"03.50.01 CP1C S0177155  +CSQX209E !MQ1A CSQXRESP Connection unexpectedly terminated, channel CH_HHAP.TO.SMSP_SMS -  connection 21.123.109.152 -  (queue manager MQGA) -  TRPTYPE=TCP RC=00000000",2,99999
50833,P1,zos,2018/12/2 3:47,2018/12/2 3:47,1,"03.49.06 CP1F S0178071  _CSQX209E !MQ4A CSQXRESP Connection unexpectedly terminated, channel CH_HHAP.TO.EACQ -  connection 21.123.109.150 -  [queue manager MQGA] -  TRPTYPE=TCP RC=00000000 -  terminated, -  channel CH_HHAP.TO.SMSP",2,99999
50834,P1,zos,2018/12/2 3:47,2018/12/2 3:47,2,"03.48.35 CP1D S0178019  +CSQX209E !MQ2A CSQXRESP Connection unexpectedly terminated, channel CH_HHAP.TO.EACQ -  connection 21.123.109.149 -  (queue manager MQGA) -  TRPTYPE=TCP RC=00000000",2,99999
50835,P1,zos,2018/12/2 3:47,2018/12/2 3:47,2,"03.48.35 CP1E S0177455  +CSQX209E !MQ3A CSQXRESP Connection unexpectedly terminated, channel CH_HHAP.TO.SMSP_SMS -  connection 21.123.109.149 -  (queue manager MQGA) -  TRPTYPE=TCP RC=00000000",2,99999
50836,P1,zos,2018/12/2 3:46,2018/12/2 3:46,1,"03.48.00 CP1D S0178019  +CSQX209E !MQ2A CSQXRESP Connection unexpectedly terminated, channel CH_HHAP.TO.EACQ -  connection 21.123.109.148 -  (queue manager MQGA) -  TRPTYPE=TCP RC=00000000",2,99999
50837,P1,zos,2018/12/2 3:46,2018/12/2 3:46,1,"03.48.00 CP1F S0178071  +CSQX209E !MQ4A CSQXRESP Connection unexpectedly terminated, channel CH_HHAP.TO.SMSP_SMS -  connection 21.123.109.148 -  (queue manager MQGA) -  TRPTYPE=TCP RC=00000000",2,99999
50838,P1,zos,2018/12/2 3:45,2018/12/2 3:45,1,"03.47.18 CP1C S0177155  _CSQX209E !MQ1A CSQXRESP Connection unexpectedly terminated, channel CH_HHAP.TO.SMSP_SMS -  connection 21.123.109.147 -  [queue manager MQGA] -  TRPTYPE=TCP RC=00000000 -  Volume FE7055 [/tapelibPRODHSH/DD1",2,99999
50839,P1,zos,2018/12/2 3:45,2018/12/2 3:45,1,"03.47.18 CP1F S0178071  +CSQX209E !MQ4A CSQXRESP Connection unexpectedly terminated, channel CH_HHAP.TO.EACQ -  connection 21.123.109.147 -  (queue manager MQGA) -  TRPTYPE=TCP RC=00000000",2,99999
50840,P1,zos,2018/12/2 3:45,2018/12/2 3:45,1,"03.46.34 CP1E S0177455  +CSQX209E !MQ3A CSQXRESP Connection unexpectedly terminated, channel CH_HHAP.TO.EACQ -  connection 21.123.109.146 -  (queue manager MQGA) 00-  TRPTYPE=TCP RC=00000000",2,99999
50841,P1,zos,2018/12/2 3:45,2018/12/2 3:45,1,"03.46.34 CP1F S0178071  _CSQX209E !MQ4A CSQXRESP Connection unexpectedly terminated, channel CH_HHAP.TO.SMSP_SMS -  connection 21.123.109.146 -  [queue manager MQGA] -  TRPTYPE=TCP RC=00000000 -  Volume FE5448 [/tapelibPRODHSH/DD1",2,99999
50842,P1,zos,2018/12/2 3:44,2018/12/2 3:44,1,"03.45.57 CP1E S0177455  +CSQX209E !MQ3A CSQXRESP Connection unexpectedly terminated, channel CH_HHAP.TO.EACQ -  connection 21.123.109.145 -  (queue manager MQGA) -  TRPTYPE=TCP RC=00000000",2,99999
50843,P1,zos,2018/12/2 3:44,2018/12/2 3:44,1,"03.45.57 CP1D S0178019  +CSQX209E !MQ2A CSQXRESP Connection unexpectedly terminated, channel CH_HHAP.TO.SMSP_SMS -  connection 21.123.109.145 -  (queue manager MQGA) -  TRPTYPE=TCP RC=00000000",2,99999
50844,P1,zos,2018/12/2 3:42,2018/12/2 3:42,1,03.43.38 CP1E S0199520  DNFO1709E 2018-12-01 19:43:36 BOCOU01 DNF_O_FT MSIF transfer service determined that the session for SnF queue \bkchcnbj_file\ is - no longer active: -  State or reason  : \Sw.SnF.SessionClosed\ -  Session,3,99999
50845,P1,zos,2018/12/2 3:42,2018/12/2 3:42,1,03.43.37 CP1D S0199516  DNFO1709E 2018-12-01 19:43:35 BOCOU01 DNF_O_FT MSIF transfer service determined that the session for SnF queue \bkchcnbj_generic\ - is no longer active: -  State or reason  : \Sw.SnF.SessionClosed\ -  Sessi,3,99999
50846,P1,zos,2018/12/2 3:40,2018/12/2 3:40,1,"03.40.57 CP1C S0177155  _CSQX209E !MQ1A CSQXRESP Connection unexpectedly terminated, channel CH_HHAP.TO.SMSP_SMS -  connection 21.123.109.144 -  [queue manager MQGA] -  TRPTYPE=TCP RC=00000000 -  terminated, -  channel CH_HHAP.TO.",2,99999
50847,P2,zos,2018/12/2 5:24,2018/12/2 5:24,2,"05.25.37 CP2B          *IXC585E STRUCTURE LOGRECSTRUCTURE IN COUPLING * FACILITY BCC2C2, *PHYSICAL STRUCTURE VERSION D3C53696 F18B86E4, *IS AT OR ABOVE STRUCTURE FULL MONITORING THRESHOLD OF 80%: *   SPACE USAGE     IN-USE       T",1,99999
50849,P1,zos,2018/12/2 5:20,2018/12/2 5:20,1,05.22.18 CP1D S0129911  BSSTRGRUPS1 SEV=WAR CP1D SG: SGIMGDP CURRENT: 86.00 [Enabled%Full >= 85],1,99999
50853,P2,zos,2018/12/2 8:05,2018/12/2 8:05,2,08.06.28 CP2D S0044205  BSOEXTPDSS0 SEV=WAR CP2C Data Set: SYS0.MLIB.PARMLIB EXTENTS = 16 (Exts > 12),1,99999
50854,P1,zos,2018/12/2 10:14,2018/12/2 10:14,1,10.16.00 CP1D S0178013  +CSQX599E !QWP1 CSQXRCTL Channel WBIFNBJ.WBIFNHK.CHL ended abnormally,3,99999
50855,P1,zos,2018/12/2 10:14,2018/12/2 10:14,1,"10.16.00 CP1D S0178013  +CSQX209E !QWP1 CSQXRCTL Connection unexpectedly terminated, channel WBIFNBJ.WBIFNHK.CHL -  connection 21.238.3.93 -  (queue manager WBNPG02) -  TRPTYPE=TCP RC=00000000",2,99999
50856,P1,zos,2018/12/2 10:09,2018/12/2 10:09,1,10.11.18 CP1E S0177454  +CSQX599E !QWP2 CSQXRESP Channel WBIFNHK.WBIFNBJ.CHL2 ended abnormally connection 21.238.3.93,3,99999
50857,P1,zos,2018/12/2 10:09,2018/12/2 10:09,2,10.11.15 CP1D S0178013  +CSQX599E !QWP1 CSQXRESP Channel WBIFNHK.WBIFNBJ.CHL1 ended abnormally connection 21.238.3.92,3,99999
50859,P1,zos,2018/12/2 12:29,2018/12/2 12:54,59,12.55.37 CP1D S0199516  DNFO1033E 2018-12-02 04:55:37 BOCOU01 DNF_O_FT 31323031383132389215973 0348794255405664443969726.562  SAG returned error information with - the following parameters: -  Code    : 'Sw.Wfa.SnlServerAppFailure,1,99999
50861,P1,zos,2018/12/2 13:46,2018/12/2 13:56,8,13.58.22 CP1E S0129913  BQCARQDEPS0 SEV=CRI MQ1A NamedQueue: QM_DISPLAY CURRENT DEPTH: 10145 (CurrentDepth >= 5000),3,99999
50862,P1,zos,2018/12/2 13:51,2018/12/2 13:51,4,13.53.24 CP1E S0129913  BQCARQDEPS0 SEV=WAR MQ1A NamedQueue: QM_DISPLAY CURRENT DEPTH: 4041 (CurrentDepth >= 2000),1,99999
50902,P1,zos,2018/12/3 7:31,2018/12/3 7:31,4,07.33.33 CP1E S0129913  BQBANCBGLS0 SEV=WAR QP11 NamedQueue: BANCS.BGLHASHB.QUEUE CURRENT DEPTH:37234 (CurrentDepth >= 20000)         请关注BGL队列深度变化，加强监控,1,99999
50903,P2,zos,2018/12/3 8:04,2018/12/3 8:04,2,08.06.24 CP2D S0044205  BSOEXTPDSS0 SEV=WAR CP2C Data Set: SYS0.MLIB.PARMLIB EXTENTS = 16 (Exts > 12),1,99999
50921,P1,zos,2018/12/4 0:46,2018/12/4 0:47,2,"00.48.41 CP1C S0126467  DSNB356I  -DP11 DSNB5SCO FOR GROUP BUFFER POOL GBP16K1, THE CONDITION THAT CAUSED THE PREVIOUS DSNB355I MESSAGE DOES NOT CURRENTLY EXIST. - PREVIOUS PAGE LEVEL   = 00D553116C7962000000 00:40:21 DEC  4, 2018",1,99999
50925,P1,zos,2018/12/4 0:46,2018/12/4 1:28,7,"01.30.20 CP1C S0126467  DSNB356I  -DP11 DSNB5SCO FOR GROUP BUFFER POOL GBP32, THE CONDITION THAT CAUSED THE PREVIOUS DSNB355I MESSAGE DOES NOT - CURRENTLY EXIST. - PREVIOUS PAGE LEVEL   = 00D5531B003F6F000000 01:23:12 DEC  4, 2018",1,99999
50953,P2,zos,2018/12/4 8:04,2018/12/4 8:04,2,08.06.26 CP2D S0044205  BSOEXTPDSS0 SEV=WAR CP2C Data Set: SYS0.MLIB.PARMLIB EXTENTS = 16 (Exts > 12),1,99999
50973,P2,zos,2018/12/5 1:50,2018/12/5 1:50,1,"01.52.42 CP2B          *IXC585E STRUCTURE LOGRECSTRUCTURE IN COUPLING * FACILITY BCC2C2, *PHYSICAL STRUCTURE VERSION D3C53696 F18B86E4, *IS AT OR ABOVE STRUCTURE FULL MONITORING THRESHOLD OF 80%: *   SPACE USAGE     IN-USE       T",1,99999
50978,P1,zos,2018/12/5 2:16,2018/12/5 2:18,3,"02.20.12 CP1D S0130146 *IEA480E 179B,DASD,SERIOUS ALERT,MT=2107, * SER=0385-50562, *REFCODE=EF13-8001-8105,VOLSER=P1179B,ID=05,SENSE=00000600 1B32CF05 *11800080 0181050D 0500C582 A178EF13 05104200 FE000000",3,99999
50979,P1,zos,2018/12/5 2:15,2018/12/5 2:15,2,"02.17.38 CP1D           IOS080I 17FB,CB,XCFAS, I/O TIMEOUT INTERVAL HAS BEEN EXCEEDED FOR AN ACTIVE REQUEST.",2,99999
50988,P1,zos,2018/12/5 3:21,2018/12/5 3:21,3,"03.23.54 CP1C S0126467  DSNB356I  -DP11 DSNB5SCO FOR GROUP BUFFER POOL GBP30, THE CONDITION THAT CAUSED THE PREVIOUS DSNB355I MESSAGE DOES NOT - CURRENTLY EXIST. - PREVIOUS PAGE LEVEL   = 00D55476C93688000000 03:19:09 DEC  5, 2018",1,99999
50989,P1,zos,2018/12/5 3:04,2018/12/5 3:04,1,"03.06.01 CP1B J0001953  +QDEPTH ALARM:QUEUE(QR.XMITQ1.QPS2.TO.QM93) DEPTH EXCEEDS,NOW 1019734",3,99999
50991,P1,zos,2018/12/5 3:03,2018/12/5 3:03,2,03.05.12 CP1E S0129913  BQREPXDEPS0 SEV=WAR QPS2 NamedQueue: QR.XMITQ1.QPS2.TO.QM93 CURRENT DEPTH: 1077959 (CurrentDepth >= 1000000),3,99999
51008,P2,zos,2018/12/5 8:04,2018/12/5 8:04,2,08.06.26 CP2D S0044205  BSOEXTPDSS0 SEV=WAR CP2C Data Set: SYS0.MLIB.PARMLIB EXTENTS = 16 (Exts > 12),1,99999
51009,P1,zos,2018/12/5 12:47,2018/12/5 12:47,1,"*12.49.32 CP1F          *IEA480E 5659,SCU,MODERATE ALERT,MT=2107, * SER=0385-50561, *REFCODE=AF60-16E0-1176,SENSE=00901000 003C8F31 11500016 E011760D *0500C581 A560AF60 05104200 F1000000",3,99999
51028,P2,zos,2018/12/6 0:38,2018/12/6 0:38,2,"00.40.03 CP2D S0065864 *IOS003A 24AB,INTERVENTION REQUIRED",1,99999
51029,P2,zos,2018/12/6 0:38,2018/12/6 0:38,1,"00.40.02 CP2D S0065864 *IOS003A 24AA,INTERVENTION REQUIRED",1,99999
51030,P2,zos,2018/12/6 0:37,2018/12/6 0:37,2,"00.40.01 CP2D S0065864 *IOS003A 1E13,INTERVENTION REQUIRED",1,99999
51031,P2,zos,2018/12/6 0:37,2018/12/6 0:37,1,"*00.40.01 CP2D S0065864 *IOS003A 1E14,INTERVENTION REQUIRED",1,99999
51032,P2,zos,2018/12/6 0:37,2018/12/6 0:37,1,"*00.40.02 CP2D S0065864 *IOS003A 24AA,INTERVENTION REQUIRED",1,99999
51034,P1,zos,2018/12/6 0:10,2018/12/6 0:18,5,"00.20.47 CP1C S0126467  DSNB356I  -DP11 DSNB5SCO FOR GROUP BUFFER POOL GBP32K1, THE CONDITION THAT CAUSED THE PREVIOUS DSNB355I MESSAGE DOES NOT CURRENTLY EXIST. - PREVIOUS PAGE LEVEL   = 00D5558EF09A06000000 00:12:33 DEC  6, 2018",1,99999
51037,P1,zos,2018/12/6 2:49,2018/12/6 2:49,2,02.51.55 CP1E S0129913  BQREPXDEPS0 SEV=WAR QPS2 NamedQueue: QR.XMITQ1.QPS2.TO.QM93 CURRENT DEPTH: 1023564 (CurrentDepth >= 1000000),3,99999
51039,P3,zos,2018/12/6 3:56,2018/12/6 3:56,2,03.59.14 CPKC STC07526  GEO171W CONTROLLING SYSTEM(S) NOT FOUND ( CPKD ) (CPKCA),2,99999
51040,P3,zos,2018/12/6 3:56,2018/12/6 3:56,1,03.58.59 CP3A S0048551  BNROUTACTS0 SEV=CRI TCPIP DestinationIPAddr:21.125.1.6/32 System:CP3D (RouteStatus <> ACTIVE),3,99999
51041,P3,zos,2018/12/6 3:56,2018/12/6 3:56,1,03.58.59 CP3A S0048551  BNROUTACTS0 SEV=CRI TCPIP DestinationIPAddr:21.125.1.4/32 System:CP3D (RouteStatus <> ACTIVE),3,99999
51042,P3,zos,2018/12/6 3:56,2018/12/6 3:56,1,03.58.59 CP3A S0048551  BNROUTACTS0 SEV=CRI TCPIP DestinationIPAddr:21.125.1.6/32 System:CP3A (RouteStatus <> ACTIVE),3,99999
51043,P3,zos,2018/12/6 3:56,2018/12/6 3:56,1,03.58.59 CP3A S0048551  BNROUTACTS0 SEV=CRI TCPIP DestinationIPAddr:21.125.1.3/32 System:CP3C (RouteStatus <> ACTIVE),3,99999
51044,P3,zos,2018/12/6 3:56,2018/12/6 3:56,1,03.58.59 CP3A S0048551  BNROUTACTS0 SEV=CRI TCPIP DestinationIPAddr:21.125.1.1/32 System:CP3A (RouteStatus <> ACTIVE),3,99999
51045,P3,zos,2018/12/6 3:56,2018/12/6 3:56,1,03.58.59 CP3A S0048551  BNROUTACTS0 SEV=CRI TCPIP DestinationIPAddr:21.125.1.6/32 System:CP3B (RouteStatus <> ACTIVE),3,99999
51046,P3,zos,2018/12/6 3:56,2018/12/6 3:56,1,03.58.59 CP3A S0048551  BNROUTACTS0 SEV=CRI TCPIP DestinationIPAddr:21.125.1.2/32 System:CP3B (RouteStatus <> ACTIVE),3,99999
